,apparentTemperatureHigh,apparentTemperatureLow,apparentTemperatureMax,apparentTemperatureMin,cloudCover,date,dewPoint,humidity,lat,long,moonPhase,ozone,pressure,temperatureHigh,temperatureLow,temperatureMax,temperatureMin,uvIndex,visibility,windBearing,windGust,windSpeed
317,53.74,36.74,53.74,31.68,0.2,2019-01-30,31.13,0.64,47.0,-122.0,0.86,284.8,1015.0,54.24,39.31,54.24,35.12,2.0,10.0,168.0,6.24,3.62
318,52.25,31.68,52.25,26.56,0.12,2019-01-29,28.61,0.64,47.0,-122.0,0.83,269.7,1019.7,52.75,35.12,52.75,32.42,2.0,10.0,144.0,8.47,5.03
319,50.86,26.56,50.86,28.74,0.39,2019-01-28,30.49,0.68,47.0,-122.0,0.79,242.7,1025.6,51.34,32.42,51.34,34.82,2.0,9.781,134.0,10.94,5.5
320,50.65,28.74,50.65,31.82,0.48,2019-01-27,35.18,0.79,47.0,-122.0,0.76,242.8,1026.7,50.93,34.82,50.93,35.99,2.0,6.533,26.0,8.33,4.12
321,52.04,34.49,52.04,31.26,0.61,2019-01-26,37.44,0.82,47.0,-122.0,0.73,255.7,1031.0,52.49,36.85,52.49,35.42,2.0,9.234,50.0,6.96,4.5
322,43.14,31.26,43.14,30.62,0.64,2019-01-25,35.52,0.88,47.0,-122.0,0.69,274.5,1031.7,46.45,35.42,46.45,34.09,2.0,9.44,27.0,10.86,4.32
323,40.36,30.62,41.08,37.27,0.76,2019-01-24,38.58,0.95,47.0,-122.0,0.65,291.2,1031.8,42.86,34.09,42.86,36.78,1.0,7.653,358.0,7.88,2.9
324,43.76,37.27,43.78,38.88,0.88,2019-01-23,42.82,0.95,47.0,-122.0,0.62,286.4,1024.0,46.58,36.78,49.31,41.03,1.0,3.244,237.0,38.71,5.99
325,36.04,36.04,39.52,31.52,0.94,2019-01-22,34.89,0.85,47.0,-122.0,0.58,274.5,1026.2,42.67,41.68,45.95,35.44,1.0,7.859,173.0,38.66,7.52
326,40.77,31.52,40.77,32.7,0.75,2019-01-21,31.37,0.82,47.0,-122.0,0.54,334.5,1025.7,43.51,35.35,43.51,32.21,1.0,8.627,340.0,10.46,3.13
327,39.26,32.65,39.32,32.65,0.94,2019-01-20,35.37,0.9,47.0,-122.0,0.5,334.6,1014.8,42.03,32.21,42.03,34.21,1.0,7.081,8.0,8.76,3.35
328,41.54,34.09,46.12,39.0,0.93,2019-01-19,40.36,0.88,47.0,-122.0,0.46,283.2,1020.2,45.2,36.34,50.5,39.13,1.0,8.59,195.0,28.42,5.63
329,44.79,36.77,44.79,35.9,0.9,2019-01-18,37.9,0.8,47.0,-122.0,0.42,303.8,1017.3,47.93,41.42,47.93,39.87,1.0,9.396,156.0,28.83,7.24
330,45.64,35.9,45.64,35.79,0.87,2019-01-17,36.72,0.75,47.0,-122.0,0.38,331.8,1002.8,50.04,39.87,50.04,40.52,1.0,9.888,160.0,33.6,8.99
331,45.68,34.83,45.68,29.63,0.47,2019-01-16,31.06,0.68,47.0,-122.0,0.35,325.7,1007.6,48.85,40.47,48.85,34.79,1.0,10.0,127.0,23.38,7.42
332,48.2,29.63,48.2,27.98,0.63,2019-01-15,27.31,0.63,47.0,-122.0,0.31,311.1,1012.5,49.66,34.79,49.66,32.95,1.0,9.668,137.0,11.87,6.26
333,48.09,27.98,48.09,28.64,0.17,2019-01-14,26.3,0.58,47.0,-122.0,0.28,298.0,1017.5,50.35,32.95,50.35,34.51,1.0,9.807,110.0,11.84,6.69
334,53.43,28.64,53.43,30.44,0.15,2019-01-13,30.18,0.64,47.0,-122.0,0.25,300.3,1021.0,53.93,34.51,53.93,35.11,1.0,10.0,140.0,9.61,6.08
335,51.56,30.44,51.56,33.18,0.37,2019-01-12,32.81,0.67,47.0,-122.0,0.22,300.9,1017.0,51.82,35.11,51.82,37.65,1.0,10.0,128.0,12.7,6.93
336,51.35,33.18,51.35,35.2,0.69,2019-01-11,35.94,0.73,47.0,-122.0,0.19,296.9,1015.5,51.86,37.65,51.86,39.89,1.0,10.0,102.0,15.47,7.53
337,47.42,35.2,47.42,36.43,0.68,2019-01-10,40.15,0.84,47.0,-122.0,0.16,321.3,1018.3,50.19,39.89,50.19,40.56,1.0,9.717,152.0,26.7,5.59
338,50.21,40.26,50.21,36.06,0.83,2019-01-09,39.36,0.79,47.0,-122.0,0.13,327.2,1008.2,50.7,43.03,50.7,40.32,1.0,9.957,155.0,35.72,9.94
339,34.14,31.5,35.74,25.24,0.86,2019-01-08,32.68,0.83,47.0,-122.0,0.1,298.5,1014.7,41.65,37.5,42.05,33.1,1.0,9.172,92.0,27.82,10.28
340,34.1,26.01,34.1,26.44,0.71,2019-01-07,31.18,0.87,47.0,-122.0,0.07,328.4,1018.4,38.88,31.13,38.88,31.13,1.0,7.119,204.0,20.1,5.75
341,37.08,26.62,37.08,27.72,0.84,2019-01-06,33.72,0.85,47.0,-122.0,0.03,358.8,1001.1,41.28,32.01,44.21,33.3,1.0,5.963,203.0,47.98,7.5
342,46.43,29.38,46.43,32.87,0.75,2019-01-05,34.79,0.72,47.0,-122.0,0.0,320.2,998.6,49.66,36.27,49.66,38.04,1.0,10.0,134.0,35.14,7.64
343,44.54,32.87,44.54,36.5,0.69,2019-01-04,38.56,0.81,47.0,-122.0,0.97,298.1,1010.3,49.05,38.04,49.05,39.52,1.0,9.694,183.0,35.2,7.81
344,43.56,38.52,43.56,38.97,0.9,2019-01-03,41.93,0.85,47.0,-122.0,0.94,278.4,1011.5,48.91,43.31,48.91,43.45,1.0,9.165,180.0,40.18,10.7
345,44.51,38.88,44.51,28.84,0.51,2019-01-02,31.84,0.75,47.0,-122.0,0.91,286.9,1021.2,46.16,42.36,46.16,32.36,1.0,10.0,152.0,19.89,4.69
346,39.12,28.84,39.12,27.2,0.52,2019-01-01,27.71,0.8,47.0,-122.0,0.88,299.5,1029.0,39.63,32.1,39.63,28.65,1.0,10.0,113.0,5.61,2.81
347,36.93,26.53,36.93,23.13,0.37,2018-12-31,27.51,0.82,47.0,-122.0,0.85,338.8,1031.3,38.39,28.65,38.39,27.6,1.0,9.878,92.0,7.01,3.57
348,38.32,23.13,38.32,29.74,0.63,2018-12-30,33.85,0.88,47.0,-122.0,0.81,375.9,1022.8,40.17,27.6,40.17,33.34,1.0,7.544,275.0,27.4,5.27
349,43.76,31.56,43.76,34.04,0.9,2018-12-29,42.51,0.92,47.0,-122.0,0.78,314.9,1019.0,49.18,35.54,49.18,39.28,1.0,6.204,210.0,38.37,10.36
350,35.31,35.1,38.51,30.99,0.94,2018-12-28,34.98,0.89,47.0,-122.0,0.74,303.9,1027.1,41.04,40.05,44.31,33.79,1.0,7.833,174.0,31.51,5.36
351,37.1,28.51,37.1,28.51,0.7,2018-12-27,32.13,0.88,47.0,-122.0,0.71,339.2,1028.3,39.67,31.37,39.67,31.37,1.0,7.5,15.0,6.3,3.31
352,33.59,29.87,36.47,29.85,0.82,2018-12-26,32.52,0.87,47.0,-122.0,0.67,340.2,1019.8,38.06,32.63,38.06,34.14,1.0,7.418,171.0,24.0,5.43
353,37.85,29.85,37.85,29.14,0.53,2018-12-25,31.18,0.86,47.0,-122.0,0.63,330.0,1023.3,39.62,34.14,39.62,30.77,1.0,9.38,102.0,5.25,2.97
354,43.18,29.14,43.18,31.84,0.69,2018-12-24,34.88,0.87,47.0,-122.0,0.59,334.3,1017.5,44.46,30.77,44.46,34.6,1.0,9.348,108.0,8.27,2.86
355,39.86,31.84,39.86,35.05,0.85,2018-12-23,37.53,0.88,47.0,-122.0,0.56,345.5,1016.5,43.17,34.6,43.17,38.54,1.0,7.285,178.0,28.2,5.37
356,43.17,33.69,43.17,27.89,0.76,2018-12-22,30.77,0.72,47.0,-122.0,0.52,336.3,1019.6,46.68,40.08,46.68,32.85,1.0,10.0,144.0,35.33,7.39
357,38.13,27.89,38.13,29.09,0.59,2018-12-21,31.22,0.81,47.0,-122.0,0.48,334.6,1022.8,40.66,32.85,40.66,34.59,1.0,9.985,228.0,23.41,4.52
358,51.81,29.09,52.87,30.49,0.87,2018-12-20,41.08,0.84,47.0,-122.0,0.44,307.2,1010.5,51.96,34.59,53.37,36.06,1.0,8.28,189.0,44.83,10.89
359,44.69,38.39,44.69,36.73,0.73,2018-12-19,38.58,0.83,47.0,-122.0,0.41,285.2,1023.0,47.63,42.05,47.63,40.09,1.0,8.783,174.0,23.92,6.06
360,41.54,36.72,43.01,36.83,0.88,2018-12-18,41.54,0.91,47.0,-122.0,0.37,303.0,1009.6,45.31,40.09,48.15,41.56,1.0,5.479,200.0,35.14,8.63
361,45.85,36.76,45.85,36.76,0.67,2018-12-17,38.17,0.78,47.0,-122.0,0.34,340.9,1012.8,49.6,42.97,49.6,40.65,1.0,9.91,169.0,43.76,8.5
362,53.56,37.79,53.56,38.52,0.93,2018-12-16,41.43,0.77,47.0,-122.0,0.3,322.7,1007.5,54.06,40.65,54.06,42.78,1.0,9.836,150.0,37.78,11.05
363,45.67,37.62,45.67,31.27,0.74,2018-12-15,32.5,0.71,47.0,-122.0,0.27,320.1,1015.2,49.02,42.31,49.02,35.57,1.0,9.741,156.0,29.59,6.74
364,55.0,31.27,55.0,31.68,0.79,2018-12-14,30.44,0.55,47.0,-122.0,0.24,331.5,1006.0,55.5,35.57,55.5,37.48,1.0,8.907,159.0,33.96,11.06
