,apparentTemperatureHigh,apparentTemperatureLow,apparentTemperatureMax,apparentTemperatureMin,cloudCover,date,dewPoint,humidity,lat,long,moonPhase,ozone,pressure,temperatureHigh,temperatureLow,temperatureMax,temperatureMin,uvIndex,visibility,windBearing,windGust,windSpeed
0,41.44,31.18,41.44,33.98,0.75,2019-12-13,37.72,0.93,47.0,-122.0,0.57,352.8,1019.2,43.54,34.12,43.54,37.29,1.0,7.337,204.0,19.57,4.01
1,38.6,33.98,38.82,33.76,0.83,2019-12-12,39.77,0.95,47.0,-122.0,0.53,338.3,1014.9,42.94,38.22,44.33,38.82,1.0,5.747,197.0,26.59,7.33
2,45.0,36.1,45.0,34.75,0.84,2019-12-11,39.42,0.9,47.0,-122.0,0.5,329.7,1015.4,48.39,40.37,48.39,37.1,1.0,8.478,165.0,25.92,5.04
3,44.02,34.75,44.02,31.25,0.88,2019-12-10,35.02,0.82,47.0,-122.0,0.47,326.3,1020.7,46.39,37.1,46.39,34.57,1.0,7.865,143.0,9.12,3.74
4,42.7,31.25,42.7,31.05,0.44,2019-12-09,35.7,0.89,47.0,-122.0,0.43,328.8,1023.1,43.39,34.57,43.39,33.87,1.0,8.759,133.0,5.73,3.15
5,44.44,31.05,44.44,37.81,0.85,2019-12-08,41.79,0.95,47.0,-122.0,0.4,362.8,1018.3,46.53,33.87,46.53,39.28,1.0,4.552,348.0,8.9,3.13
6,49.05,42.03,49.05,40.02,0.9,2019-12-07,42.95,0.93,47.0,-122.0,0.37,393.5,1008.4,49.53,41.45,49.53,42.79,1.0,7.988,148.0,13.79,3.06
7,54.31,40.02,54.31,38.02,0.83,2019-12-06,40.5,0.81,47.0,-122.0,0.34,369.5,1012.7,54.81,42.79,54.81,40.56,1.0,9.441,132.0,7.57,4.47
8,51.24,38.02,51.24,38.89,0.8,2019-12-05,41.74,0.9,47.0,-122.0,0.31,350.2,1016.2,51.68,40.56,51.68,40.29,1.0,8.094,133.0,5.67,3.25
9,49.24,38.89,49.24,43.57,0.85,2019-12-04,44.37,0.94,47.0,-122.0,0.28,345.9,1012.9,50.48,40.29,50.48,43.08,1.0,8.35,155.0,8.63,2.97
10,51.19,43.73,51.19,39.2,0.62,2019-12-03,40.94,0.82,47.0,-122.0,0.25,315.1,1019.5,51.62,44.97,51.62,41.69,1.0,10.0,161.0,10.19,4.37
11,49.64,39.2,49.64,35.92,0.64,2019-12-02,39.41,0.87,47.0,-122.0,0.22,345.0,1020.2,50.14,41.69,50.14,37.74,1.0,9.371,162.0,6.53,3.28
12,41.68,34.94,41.68,24.12,0.78,2019-12-01,31.76,0.8,47.0,-122.0,0.19,391.0,1014.4,44.52,37.74,44.52,30.22,1.0,9.916,100.0,13.58,5.47
13,39.54,24.12,39.54,19.29,0.12,2019-11-30,19.95,0.61,47.0,-122.0,0.16,417.3,1017.0,41.5,30.22,41.5,24.57,1.0,10.0,119.0,17.48,5.68
14,35.51,19.29,35.51,19.03,0.02,2019-11-29,21.87,0.73,47.0,-122.0,0.12,399.7,1012.2,38.14,24.57,38.14,23.57,1.0,10.0,140.0,6.1,3.34
15,37.23,19.03,37.23,20.87,0.16,2019-11-28,21.01,0.64,47.0,-122.0,0.09,394.9,1011.7,40.37,23.57,40.37,26.93,1.0,10.0,129.0,18.52,4.64
16,30.57,20.87,30.57,22.37,0.58,2019-11-27,17.54,0.5,47.0,-122.0,0.06,406.6,1001.7,39.27,26.93,39.27,31.06,1.0,10.0,85.0,44.14,13.74
17,35.32,22.37,35.32,23.75,0.83,2019-11-26,26.99,0.76,47.0,-122.0,0.02,404.5,1008.6,40.29,32.22,40.29,30.86,1.0,9.905,90.0,43.01,6.71
18,40.12,28.29,40.12,33.27,0.72,2019-11-25,35.02,0.92,47.0,-122.0,0.98,376.5,1021.2,40.63,30.86,40.63,32.78,1.0,6.417,285.0,13.71,2.89
19,43.97,34.56,43.97,35.47,0.72,2019-11-24,40.13,0.91,47.0,-122.0,0.95,312.1,1024.0,46.9,37.15,47.75,38.62,1.0,8.425,207.0,26.32,5.42
20,46.92,38.63,46.92,31.27,0.59,2019-11-23,32.95,0.71,47.0,-122.0,0.91,284.6,1025.1,48.55,40.58,48.55,33.78,1.0,9.914,174.0,20.89,4.7
21,45.15,31.27,45.15,28.32,0.15,2019-11-22,29.82,0.74,47.0,-122.0,0.87,299.6,1023.8,45.67,33.78,45.67,31.75,1.0,9.811,153.0,4.88,2.91
22,49.28,28.32,49.28,28.79,0.16,2019-11-21,30.83,0.73,47.0,-122.0,0.84,295.8,1015.8,49.78,31.75,49.78,33.36,1.0,9.178,133.0,7.24,3.53
23,44.66,28.79,44.66,30.28,0.27,2019-11-20,34.66,0.82,47.0,-122.0,0.8,312.1,1019.2,48.15,33.36,48.15,33.67,1.0,8.579,66.0,11.52,4.81
24,43.11,30.28,43.53,39.25,0.83,2019-11-19,42.52,0.97,47.0,-122.0,0.76,330.9,1011.1,43.8,33.67,46.01,41.03,1.0,6.164,328.0,17.94,4.26
25,56.26,41.15,56.26,38.64,0.85,2019-11-18,42.46,0.86,47.0,-122.0,0.73,283.8,1012.2,56.66,42.36,56.66,41.16,1.0,9.448,165.0,21.17,4.44
26,57.13,38.64,57.13,44.9,0.81,2019-11-17,49.37,0.91,47.0,-122.0,0.69,253.1,1020.8,57.63,41.16,57.63,46.5,1.0,8.837,186.0,29.16,6.13
27,51.0,46.73,51.19,36.61,0.79,2019-11-16,43.06,0.89,47.0,-122.0,0.65,253.9,1025.2,51.46,48.25,51.69,38.48,2.0,9.974,147.0,16.96,3.83
28,51.03,36.61,51.03,42.54,0.76,2019-11-15,44.65,0.9,47.0,-122.0,0.62,274.0,1020.4,51.31,38.48,51.31,44.18,1.0,9.053,193.0,25.05,5.74
29,57.37,42.54,57.37,40.55,0.84,2019-11-14,41.96,0.78,47.0,-122.0,0.59,261.8,1015.9,57.87,44.18,57.87,42.69,2.0,8.905,108.0,5.93,3.66
30,52.04,40.55,52.04,39.99,0.76,2019-11-13,43.62,0.89,47.0,-122.0,0.55,260.7,1019.0,52.54,42.69,52.54,41.5,2.0,7.387,97.0,7.39,3.21
31,47.52,39.99,47.52,43.82,0.88,2019-11-12,43.91,0.9,47.0,-122.0,0.52,269.0,1019.5,48.25,41.5,49.42,44.93,1.0,7.692,243.0,6.84,3.5
32,57.12,43.97,57.12,39.02,0.7,2019-11-11,39.75,0.73,47.0,-122.0,0.49,252.6,1023.9,57.62,45.66,57.62,41.71,2.0,8.941,108.0,7.36,4.61
33,52.78,39.02,52.78,43.23,0.93,2019-11-10,47.22,0.96,47.0,-122.0,0.46,258.0,1025.0,53.28,41.71,53.28,45.21,2.0,4.495,354.0,9.95,3.66
34,53.21,46.22,53.21,40.33,0.96,2019-11-09,45.45,0.94,47.0,-122.0,0.43,251.4,1022.5,53.66,45.73,53.66,42.35,2.0,6.772,221.0,7.27,3.35
35,62.89,40.33,62.89,39.45,0.58,2019-11-08,34.1,0.55,47.0,-122.0,0.39,249.5,1021.0,63.39,42.35,63.39,42.03,2.0,9.857,177.0,7.78,4.18
36,57.82,39.45,57.82,37.46,0.65,2019-11-07,35.03,0.61,47.0,-122.0,0.36,250.8,1022.4,58.32,42.03,58.32,40.3,2.0,8.678,135.0,4.93,3.45
37,53.27,37.46,53.27,36.67,0.43,2019-11-06,38.05,0.75,47.0,-122.0,0.33,256.9,1023.5,53.77,40.3,53.77,39.22,2.0,8.853,100.0,6.49,3.72
38,52.51,36.67,52.51,35.88,0.13,2019-11-05,39.2,0.83,47.0,-122.0,0.3,253.9,1021.0,53.01,39.22,53.01,37.59,2.0,9.205,58.0,7.59,3.8
39,56.2,35.88,56.2,35.28,0.15,2019-11-04,41.58,0.86,47.0,-122.0,0.27,261.9,1021.6,56.7,37.59,56.7,37.91,2.0,9.584,75.0,6.52,4.03
40,54.97,35.28,54.97,37.64,0.37,2019-11-03,40.59,0.81,47.0,-122.0,0.24,265.8,1021.9,55.47,37.91,55.47,39.88,2.0,9.876,94.0,6.81,4.04
41,57.59,37.64,57.59,33.78,0.19,2019-11-02,35.92,0.68,47.0,-122.0,0.21,250.9,1025.1,58.09,39.88,58.09,37.52,2.0,10.0,96.0,7.74,3.69
42,54.01,33.78,54.01,29.92,0.09,2019-11-01,33.62,0.72,47.0,-122.0,0.18,239.1,1029.5,54.51,37.52,54.51,33.78,3.0,10.0,112.0,4.81,3.45
43,48.33,29.92,48.33,31.54,0.37,2019-10-31,27.4,0.61,47.0,-122.0,0.15,255.3,1027.5,49.7,33.78,49.7,33.66,2.0,10.0,142.0,6.17,3.17
44,51.15,31.54,51.15,24.78,0.12,2019-10-30,13.76,0.38,47.0,-122.0,0.11,255.6,1027.8,51.65,33.66,51.65,28.98,3.0,10.0,110.0,5.94,3.32
45,41.23,24.78,41.23,21.98,0.02,2019-10-29,0.72,0.26,47.0,-122.0,0.07,277.9,1031.4,43.6,28.98,43.6,28.73,2.0,10.0,102.0,26.96,6.13
46,44.47,21.98,44.47,27.72,0.21,2019-10-28,25.54,0.62,47.0,-122.0,0.04,278.9,1024.0,47.87,28.73,47.87,31.3,2.0,10.0,46.0,10.55,4.85
47,45.0,27.72,45.0,27.74,0.11,2019-10-27,28.03,0.66,47.0,-122.0,1.0,297.6,1031.1,47.65,31.3,47.65,32.41,2.0,10.0,98.0,8.15,5.08
48,40.26,27.74,42.59,34.47,0.54,2019-10-26,38.94,0.9,47.0,-122.0,0.96,308.4,1028.2,44.65,32.41,44.65,37.66,2.0,9.148,16.0,15.8,4.42
49,55.26,38.96,55.26,41.43,0.56,2019-10-25,47.28,0.92,47.0,-122.0,0.92,271.5,1021.9,55.76,40.0,55.76,42.86,2.0,9.425,206.0,18.64,5.38
50,58.8,47.04,58.8,40.65,0.18,2019-10-24,42.79,0.74,47.0,-122.0,0.88,262.6,1027.4,59.3,48.04,59.3,42.04,3.0,9.991,172.0,5.08,3.44
51,53.45,40.65,53.45,35.71,0.36,2019-10-23,41.16,0.83,47.0,-122.0,0.85,283.8,1031.3,53.95,42.04,53.95,38.19,3.0,9.845,50.0,9.86,4.17
52,54.98,35.71,55.95,44.67,0.73,2019-10-22,49.41,0.92,47.0,-122.0,0.81,289.1,1026.9,55.48,38.19,56.45,46.0,2.0,8.362,228.0,28.26,5.5
53,54.49,47.19,56.11,42.53,0.85,2019-10-21,47.83,0.94,47.0,-122.0,0.77,271.0,1021.8,54.99,48.89,56.61,45.15,2.0,9.232,185.0,29.45,7.63
54,53.07,42.21,53.07,37.72,0.83,2019-10-20,42.47,0.9,47.0,-122.0,0.74,292.7,1017.2,53.25,45.15,53.25,39.99,2.0,9.665,187.0,29.27,6.46
55,41.89,37.72,42.26,36.15,0.89,2019-10-19,41.5,0.94,47.0,-122.0,0.7,333.0,1009.6,45.88,39.99,45.88,39.27,2.0,5.559,217.0,24.49,5.78
56,43.0,38.3,43.0,37.89,0.8,2019-10-18,42.43,0.94,47.0,-122.0,0.67,312.1,1012.7,46.17,40.4,46.17,41.93,2.0,7.804,196.0,26.43,6.71
57,52.98,37.89,52.98,40.39,0.7,2019-10-17,44.7,0.89,47.0,-122.0,0.64,308.0,1006.8,53.38,41.93,53.38,43.8,2.0,9.211,193.0,28.85,8.37
58,57.25,41.01,57.25,45.8,0.72,2019-10-16,43.16,0.72,47.0,-122.0,0.6,281.8,1008.2,57.75,44.46,57.75,47.86,3.0,9.266,174.0,25.71,7.62
59,61.15,45.8,61.15,39.53,0.63,2019-10-15,36.1,0.57,47.0,-122.0,0.57,270.5,1015.0,61.65,47.86,61.65,42.86,3.0,10.0,141.0,12.99,5.42
60,56.15,39.53,56.15,40.93,0.55,2019-10-14,43.22,0.86,47.0,-122.0,0.54,291.9,1018.2,56.65,42.86,56.65,40.57,3.0,9.371,21.0,5.84,3.07
61,53.87,40.93,53.87,44.29,0.63,2019-10-13,41.73,0.79,47.0,-122.0,0.51,305.1,1014.7,54.37,40.57,54.37,43.8,3.0,9.809,265.0,7.19,3.15
62,60.96,44.29,60.96,41.01,0.59,2019-10-12,34.74,0.58,47.0,-122.0,0.48,290.8,1015.4,61.46,43.8,61.46,42.72,3.0,10.0,104.0,5.27,3.3
63,63.36,41.01,63.36,31.16,0.19,2019-10-11,28.7,0.48,47.0,-122.0,0.45,286.8,1021.0,63.86,42.72,63.86,36.23,3.0,10.0,122.0,7.62,4.64
64,54.32,31.16,54.32,27.61,0.02,2019-10-10,31.03,0.68,47.0,-122.0,0.42,278.0,1029.2,54.82,36.23,54.82,31.71,4.0,10.0,104.0,6.68,3.91
65,45.05,27.61,45.05,30.84,0.36,2019-10-09,33.04,0.8,47.0,-122.0,0.39,303.2,1027.7,48.36,31.71,48.36,33.52,3.0,9.583,355.0,8.9,4.08
66,38.43,30.94,51.24,35.12,0.72,2019-10-08,39.83,0.91,47.0,-122.0,0.36,332.5,1015.1,43.44,33.52,51.74,37.27,2.0,7.292,233.0,21.81,6.71
67,59.12,38.06,59.12,47.37,0.76,2019-10-07,48.88,0.84,47.0,-122.0,0.33,288.3,1015.9,59.62,42.15,59.62,48.22,3.0,8.217,196.0,27.88,6.66
68,62.18,47.37,62.18,36.67,0.36,2019-10-06,41.32,0.75,47.0,-122.0,0.3,285.1,1025.6,62.68,48.22,62.68,39.36,4.0,10.0,105.0,5.93,3.84
69,55.15,36.67,55.15,41.62,0.61,2019-10-05,46.03,0.91,47.0,-122.0,0.27,298.4,1028.2,55.65,39.36,55.65,43.36,3.0,9.849,162.0,12.13,3.7
70,53.45,44.17,53.45,41.66,0.66,2019-10-04,44.26,0.89,47.0,-122.0,0.23,317.1,1021.5,53.9,45.67,53.9,43.54,3.0,9.853,189.0,15.84,5.04
71,56.06,41.66,56.06,43.57,0.62,2019-10-03,43.52,0.84,47.0,-122.0,0.2,329.4,1016.5,56.56,43.54,56.56,44.63,3.0,9.5,197.0,17.85,4.12
72,57.97,43.57,57.97,36.1,0.53,2019-10-02,36.53,0.66,47.0,-122.0,0.17,296.2,1017.5,58.47,45.8,58.47,38.46,3.0,10.0,135.0,9.14,3.58
73,56.1,36.1,56.1,31.72,0.08,2019-10-01,32.24,0.63,47.0,-122.0,0.13,311.1,1021.7,56.6,38.46,56.6,35.1,4.0,10.0,59.0,9.5,4.51
74,51.43,31.72,51.43,30.38,0.28,2019-09-30,30.06,0.64,47.0,-122.0,0.09,338.9,1019.5,51.93,35.1,51.93,34.74,3.0,10.0,73.0,9.89,4.64
75,48.05,30.38,48.05,33.82,0.53,2019-09-29,33.65,0.71,47.0,-122.0,0.05,360.2,1014.1,49.69,34.74,49.69,37.82,3.0,10.0,79.0,15.26,4.54
76,51.7,37.09,51.7,39.04,0.54,2019-09-28,40.53,0.87,47.0,-122.0,0.02,348.9,1011.6,51.85,39.26,51.85,39.85,3.0,9.584,8.0,13.05,4.14
77,53.66,39.07,53.66,39.17,0.48,2019-09-27,44.74,0.86,47.0,-122.0,0.98,301.5,1013.9,54.16,39.85,54.16,41.06,4.0,9.404,221.0,18.55,6.68
78,57.56,43.22,58.91,54.26,0.79,2019-09-26,55.43,0.96,47.0,-122.0,0.94,269.4,1014.3,57.97,45.44,59.41,53.77,4.0,6.966,243.0,28.54,5.97
79,64.46,54.84,64.46,46.31,0.42,2019-09-25,48.88,0.79,47.0,-122.0,0.9,256.3,1023.3,64.96,54.35,64.96,47.45,5.0,9.685,329.0,10.18,4.1
80,64.37,46.31,64.37,54.68,0.54,2019-09-24,53.95,0.88,47.0,-122.0,0.86,251.0,1023.1,64.87,47.45,64.87,54.13,5.0,9.171,224.0,17.1,6.19
81,58.71,54.68,58.71,47.62,0.76,2019-09-23,49.91,0.87,47.0,-122.0,0.82,256.6,1021.1,59.21,54.13,59.21,49.0,4.0,9.425,200.0,15.27,4.97
82,62.32,47.62,62.32,53.64,0.71,2019-09-22,55.12,0.95,47.0,-122.0,0.79,295.8,1012.9,62.82,49.0,62.82,53.15,3.0,9.536,191.0,13.74,3.89
83,64.11,54.29,64.11,49.39,0.48,2019-09-21,52.56,0.87,47.0,-122.0,0.75,286.0,1018.8,64.61,53.8,64.61,48.9,5.0,9.484,311.0,7.59,3.51
84,63.83,49.39,63.83,52.62,0.74,2019-09-20,52.92,0.9,47.0,-122.0,0.72,291.7,1018.8,64.33,48.9,64.33,52.13,4.0,7.806,324.0,8.58,3.53
85,63.62,52.62,63.62,48.6,0.54,2019-09-19,50.99,0.89,47.0,-122.0,0.68,306.8,1018.0,64.12,52.13,64.12,48.58,4.0,9.691,334.0,9.39,3.69
86,59.06,48.6,59.06,51.12,0.66,2019-09-18,51.96,0.94,47.0,-122.0,0.65,335.1,1011.8,59.56,48.58,59.56,50.63,3.0,9.047,9.0,8.26,3.34
87,61.67,51.12,61.67,50.01,0.68,2019-09-17,49.62,0.85,47.0,-122.0,0.62,307.4,1008.8,62.17,50.63,62.17,49.52,4.0,9.775,169.0,34.63,7.51
88,58.72,50.01,58.72,50.03,0.57,2019-09-16,50.92,0.93,47.0,-122.0,0.59,318.7,1010.5,59.22,49.52,59.22,49.54,4.0,9.166,219.0,10.16,3.46
89,62.58,50.03,62.58,51.96,0.88,2019-09-15,53.8,0.93,47.0,-122.0,0.56,290.0,1008.1,63.08,49.54,63.08,51.47,4.0,8.176,210.0,18.75,4.38
90,65.86,55.73,65.86,54.34,0.7,2019-09-14,54.11,0.85,47.0,-122.0,0.53,278.6,1014.7,66.36,55.24,66.36,53.85,5.0,9.818,219.0,12.8,4.9
91,64.41,54.34,64.41,54.85,0.77,2019-09-13,56.55,0.91,47.0,-122.0,0.5,284.1,1019.9,64.91,53.85,64.91,54.36,4.0,8.914,236.0,13.0,5.1
92,76.59,54.85,76.59,52.14,0.32,2019-09-12,51.06,0.68,47.0,-122.0,0.47,289.4,1019.8,77.09,54.36,77.09,51.65,6.0,10.0,213.0,15.59,4.74
93,66.02,52.14,66.02,51.46,0.55,2019-09-11,53.63,0.86,47.0,-122.0,0.44,291.9,1020.7,66.52,51.65,66.52,50.97,5.0,9.899,308.0,7.11,3.49
94,63.07,51.46,63.07,52.61,0.64,2019-09-10,54.06,0.91,47.0,-122.0,0.41,301.6,1014.4,63.57,50.97,63.57,52.12,5.0,9.705,301.0,6.26,2.76
95,63.04,52.61,63.04,54.89,0.8,2019-09-09,55.1,0.94,47.0,-122.0,0.38,302.0,1012.0,63.54,52.12,63.54,54.31,4.0,8.973,224.0,14.52,3.82
96,66.4,54.89,66.4,54.41,0.75,2019-09-08,55.61,0.93,47.0,-122.0,0.35,294.5,1013.3,66.9,54.31,66.9,53.92,5.0,8.431,231.0,12.74,4.13
97,67.59,54.41,67.59,58.18,0.68,2019-09-07,59.69,0.94,47.0,-122.0,0.32,278.0,1016.0,67.75,53.92,67.75,57.54,5.0,7.143,318.0,7.46,3.17
98,73.04,58.48,73.04,61.18,0.58,2019-09-06,61.3,0.83,47.0,-122.0,0.28,276.9,1018.1,72.96,57.93,72.96,60.48,6.0,9.371,297.0,6.48,3.42
99,81.79,61.18,81.79,54.11,0.2,2019-09-05,55.83,0.69,47.0,-122.0,0.25,274.9,1015.2,81.59,60.48,81.59,53.62,6.0,10.0,63.0,6.34,3.65
100,70.66,54.11,70.66,54.87,0.4,2019-09-04,57.92,0.89,47.0,-122.0,0.22,275.1,1017.0,71.09,53.62,71.09,54.38,6.0,9.604,343.0,8.46,3.8
101,74.59,54.87,74.59,56.65,0.21,2019-09-03,57.25,0.79,47.0,-122.0,0.18,278.9,1016.8,75.09,54.38,75.09,56.16,6.0,9.947,316.0,8.29,4.29
102,72.05,56.65,72.05,55.69,0.32,2019-09-02,58.17,0.85,47.0,-122.0,0.15,282.0,1017.5,72.55,56.16,72.55,55.2,6.0,10.0,9.0,9.92,4.24
103,72.5,55.69,72.5,59.41,0.56,2019-09-01,59.39,0.88,47.0,-122.0,0.11,284.1,1016.0,73.0,55.2,73.0,58.56,5.0,9.78,320.0,9.0,3.8
104,73.37,59.41,73.37,55.74,0.62,2019-08-31,60.7,0.89,47.0,-122.0,0.07,285.8,1015.2,73.72,58.56,73.72,55.25,6.0,9.992,337.0,7.04,3.91
105,69.02,55.74,69.02,59.68,0.72,2019-08-30,61.35,0.96,47.0,-122.0,0.03,288.1,1017.1,69.16,55.25,69.16,58.44,5.0,8.325,336.0,6.71,3.61
106,74.52,59.68,74.52,61.63,0.62,2019-08-29,60.5,0.82,47.0,-122.0,0.99,292.8,1014.7,74.39,58.44,74.39,61.14,5.0,9.999,284.0,7.08,3.9
107,85.35,61.63,85.35,62.23,0.2,2019-08-28,49.79,0.45,47.0,-122.0,0.95,290.3,1011.5,85.85,61.14,85.85,61.74,6.0,10.0,18.0,5.51,3.74
108,83.29,62.23,83.29,55.3,0.0,2019-08-27,51.82,0.56,47.0,-122.0,0.91,283.2,1015.6,83.79,61.74,83.79,54.81,7.0,10.0,50.0,8.57,4.49
109,74.75,55.3,74.75,50.19,0.04,2019-08-26,49.96,0.67,47.0,-122.0,0.87,289.1,1021.2,75.25,54.81,75.25,49.7,7.0,10.0,25.0,9.32,4.95
110,68.07,50.19,68.07,54.56,0.48,2019-08-25,53.8,0.83,47.0,-122.0,0.84,294.7,1020.4,68.57,49.7,68.57,54.07,5.0,8.963,321.0,9.5,4.08
111,69.32,54.8,69.32,54.34,0.6,2019-08-24,54.84,0.82,47.0,-122.0,0.8,303.7,1014.6,69.82,54.31,69.82,53.85,5.0,9.815,288.0,10.73,4.39
112,71.02,54.34,71.02,51.12,0.52,2019-08-23,53.04,0.78,47.0,-122.0,0.77,303.4,1013.8,71.52,53.85,71.52,50.63,6.0,10.0,0.0,7.54,3.58
113,64.5,51.12,64.5,53.68,0.63,2019-08-22,55.39,0.92,47.0,-122.0,0.73,311.8,1017.3,65.0,50.63,65.0,53.19,5.0,7.291,321.0,8.52,3.98
114,67.2,53.68,67.2,55.7,0.58,2019-08-21,57.47,0.87,47.0,-122.0,0.7,323.7,1015.5,67.71,53.19,67.71,55.21,4.0,8.194,257.0,12.77,3.9
115,79.47,55.7,79.47,54.98,0.35,2019-08-20,55.08,0.68,47.0,-122.0,0.67,314.3,1013.7,79.97,55.21,79.97,54.49,6.0,10.0,290.0,9.37,4.31
116,70.16,54.98,70.16,55.24,0.42,2019-08-19,56.5,0.84,47.0,-122.0,0.64,314.1,1014.5,70.66,54.49,70.66,54.75,6.0,9.994,311.0,6.46,3.83
117,71.55,55.24,71.55,54.28,0.54,2019-08-18,57.34,0.87,47.0,-122.0,0.61,312.5,1011.1,72.05,54.75,72.05,53.79,6.0,9.635,312.0,6.48,3.53
118,67.16,54.28,67.16,54.5,0.76,2019-08-17,56.34,0.9,47.0,-122.0,0.58,307.5,1014.9,67.66,53.79,67.66,53.99,5.0,8.996,303.0,7.02,3.36
119,65.71,54.5,65.71,55.36,0.69,2019-08-16,56.31,0.89,47.0,-122.0,0.55,309.8,1018.9,66.21,53.99,66.21,54.87,5.0,9.425,287.0,6.63,3.82
120,74.51,55.36,74.51,57.25,0.34,2019-08-15,58.53,0.82,47.0,-122.0,0.52,317.7,1021.9,75.01,54.87,75.01,56.7,6.0,9.651,318.0,10.9,4.15
121,77.69,57.25,77.69,60.14,0.38,2019-08-14,57.05,0.7,47.0,-122.0,0.49,301.5,1021.3,78.19,56.7,78.19,59.65,7.0,10.0,308.0,7.79,3.68
122,78.83,60.14,78.83,56.26,0.23,2019-08-13,54.75,0.68,47.0,-122.0,0.46,313.2,1019.4,79.33,59.65,79.33,55.77,7.0,10.0,322.0,6.4,3.48
123,71.03,56.26,71.03,53.49,0.36,2019-08-12,55.62,0.82,47.0,-122.0,0.43,325.7,1020.3,71.53,55.77,71.53,53.0,6.0,10.0,333.0,5.8,3.53
124,66.49,53.49,66.49,55.08,0.78,2019-08-11,56.88,0.93,47.0,-122.0,0.4,330.9,1019.2,66.99,53.0,66.99,54.59,5.0,8.297,265.0,8.48,3.78
125,64.59,55.08,64.59,59.09,0.86,2019-08-10,60.37,0.98,47.0,-122.0,0.37,326.5,1014.7,64.67,54.59,64.67,57.98,4.0,6.484,319.0,9.47,3.5
126,69.5,59.09,69.5,54.54,0.8,2019-08-09,58.11,0.91,47.0,-122.0,0.33,307.1,1014.0,69.91,57.98,69.91,53.86,6.0,7.835,337.0,8.32,3.09
127,64.52,54.54,64.52,55.27,0.72,2019-08-08,57.62,0.95,47.0,-122.0,0.3,299.2,1014.7,64.87,53.86,64.87,54.63,5.0,7.231,319.0,7.21,3.1
128,77.27,55.27,77.27,57.98,0.14,2019-08-07,61.07,0.85,47.0,-122.0,0.27,298.1,1013.6,77.4,54.63,77.4,57.49,8.0,9.475,334.0,7.91,3.76
129,82.65,57.98,82.65,60.24,0.07,2019-08-06,61.65,0.78,47.0,-122.0,0.23,297.0,1014.5,81.65,57.49,81.65,59.75,8.0,9.663,346.0,11.33,4.16
130,83.9,60.24,83.9,62.35,0.01,2019-08-05,60.21,0.68,47.0,-122.0,0.19,305.4,1016.3,84.38,59.75,84.38,61.86,8.0,10.0,333.0,7.85,3.79
131,82.98,62.35,82.98,56.62,0.05,2019-08-04,56.71,0.64,47.0,-122.0,0.16,308.4,1016.4,83.51,61.86,83.51,56.13,8.0,10.0,351.0,8.25,3.7
132,76.5,56.62,76.5,56.19,0.36,2019-08-03,57.28,0.77,47.0,-122.0,0.12,317.3,1019.3,77.0,56.13,77.0,55.7,7.0,9.956,4.0,9.76,4.63
133,70.73,56.19,70.73,60.43,0.66,2019-08-02,61.53,0.9,47.0,-122.0,0.08,325.8,1018.7,71.0,55.7,71.0,59.94,5.0,9.254,259.0,14.94,4.89
134,81.33,60.43,81.33,54.32,0.1,2019-08-01,57.46,0.75,47.0,-122.0,0.04,317.4,1015.2,81.81,59.94,81.81,53.83,8.0,10.0,293.0,12.9,4.19
135,76.4,54.32,76.4,53.86,0.08,2019-07-31,53.85,0.7,47.0,-122.0,0.0,325.3,1016.1,76.9,53.83,76.9,53.37,8.0,10.0,329.0,6.09,3.74
136,71.49,53.86,71.49,52.43,0.24,2019-07-30,53.19,0.78,47.0,-122.0,0.96,325.0,1016.4,71.99,53.37,71.99,51.94,7.0,10.0,305.0,6.15,4.15
137,75.74,52.43,75.74,54.03,0.12,2019-07-29,55.44,0.75,47.0,-122.0,0.92,318.3,1016.0,76.24,51.94,76.24,53.54,8.0,10.0,325.0,8.76,4.46
138,74.54,54.03,74.54,52.37,0.25,2019-07-28,55.69,0.78,47.0,-122.0,0.89,318.1,1021.1,75.04,53.54,75.04,51.88,8.0,10.0,355.0,9.45,4.63
139,69.71,52.37,69.71,58.79,0.56,2019-07-27,56.58,0.83,47.0,-122.0,0.85,316.6,1022.5,70.21,51.88,70.21,58.29,6.0,9.329,268.0,13.67,4.76
140,80.96,58.79,80.96,57.99,0.01,2019-07-26,55.07,0.63,47.0,-122.0,0.82,306.6,1017.7,81.43,58.29,81.43,57.5,9.0,10.0,292.0,9.19,4.53
141,78.97,57.99,78.97,52.71,0.01,2019-07-25,50.23,0.6,47.0,-122.0,0.78,307.5,1019.6,79.47,57.5,79.47,52.22,9.0,10.0,9.0,8.74,4.81
142,69.62,52.71,69.62,51.95,0.41,2019-07-24,51.14,0.76,47.0,-122.0,0.75,329.7,1023.6,70.12,52.22,70.12,51.46,6.0,9.842,285.0,11.5,4.68
143,66.53,51.95,66.53,53.9,0.55,2019-07-23,57.03,0.92,47.0,-122.0,0.72,324.7,1018.2,66.96,51.46,66.96,53.41,6.0,8.933,311.0,12.26,4.18
144,76.86,53.9,76.86,56.07,0.01,2019-07-22,54.3,0.68,47.0,-122.0,0.69,312.0,1016.5,77.36,53.41,77.36,55.58,9.0,10.0,297.0,6.17,4.02
