,apparentTemperatureHigh,apparentTemperatureLow,apparentTemperatureMax,apparentTemperatureMin,cloudCover,date,dewPoint,humidity,lat,long,moonPhase,ozone,pressure,temperatureHigh,temperatureLow,temperatureMax,temperatureMin,uvIndex,visibility,windBearing,windGust,windSpeed
170,75.71,58.83,75.71,60.18,0.41,2019-06-26,57.22,0.75,34.0,-118.0,0.8,326.9,1013.8,76.21,58.34,76.21,59.69,9.0,9.969,234.0,13.87,4.02
171,70.63,60.18,70.63,59.92,0.68,2019-06-25,57.78,0.81,34.0,-118.0,0.77,318.2,1011.9,71.13,59.69,71.13,59.41,5.0,9.83,207.0,13.45,3.45
172,76.91,59.92,76.91,60.24,0.4,2019-06-24,58.91,0.8,34.0,-118.0,0.74,321.1,1012.3,77.41,59.41,77.41,59.5,10.0,9.795,224.0,13.94,4.09
173,79.68,60.24,79.68,57.54,0.2,2019-06-23,58.2,0.76,34.0,-118.0,0.71,327.1,1014.3,80.09,59.5,80.09,57.01,10.0,10.0,238.0,15.0,4.42
174,74.65,57.54,74.65,59.46,0.4,2019-06-22,57.43,0.77,34.0,-118.0,0.68,335.4,1013.3,75.15,57.01,75.15,58.97,9.0,10.0,234.0,13.41,4.23
175,68.4,59.89,68.4,58.51,0.74,2019-06-21,56.66,0.79,34.0,-118.0,0.65,321.4,1012.0,68.9,59.31,68.9,57.91,6.0,10.0,200.0,11.09,3.77
176,69.91,58.51,69.91,61.54,0.52,2019-06-20,57.66,0.78,34.0,-118.0,0.62,320.0,1013.1,70.41,57.91,70.41,61.05,8.0,9.975,207.0,14.43,3.15
177,79.68,61.54,79.68,59.22,0.28,2019-06-19,57.94,0.73,34.0,-118.0,0.59,323.3,1014.0,80.18,61.05,80.18,58.73,10.0,9.644,232.0,14.38,3.89
178,72.63,59.16,72.63,60.17,0.41,2019-06-18,57.59,0.8,34.0,-118.0,0.56,352.3,1013.4,73.13,58.67,73.13,59.68,8.0,9.92,222.0,14.15,3.99
179,69.29,60.29,69.29,59.63,0.54,2019-06-17,57.76,0.81,34.0,-118.0,0.53,348.9,1011.4,69.79,59.8,69.79,59.09,7.0,9.994,223.0,13.21,3.45
180,73.42,59.63,73.42,60.54,0.57,2019-06-16,58.17,0.79,34.0,-118.0,0.49,336.5,1011.2,73.92,59.09,73.92,60.01,7.0,9.734,225.0,15.21,3.76
181,75.82,60.54,75.82,59.45,0.39,2019-06-15,57.09,0.75,34.0,-118.0,0.46,321.5,1012.6,76.32,60.01,76.32,58.96,10.0,10.0,226.0,13.25,3.57
182,72.12,59.45,72.12,59.27,0.38,2019-06-14,55.99,0.76,34.0,-118.0,0.43,329.9,1013.0,72.62,58.96,72.62,58.78,9.0,9.44,207.0,13.15,3.95
183,74.46,59.27,74.46,59.45,0.31,2019-06-13,58.37,0.78,34.0,-118.0,0.39,323.2,1012.9,74.96,58.78,74.96,58.96,8.0,9.05,218.0,14.34,3.8
184,84.95,60.99,84.95,62.23,0.14,2019-06-12,60.69,0.67,34.0,-118.0,0.36,306.5,1013.6,84.59,60.36,84.59,61.74,11.0,9.995,222.0,14.68,3.63
185,93.34,62.23,93.34,64.06,0.32,2019-06-11,61.01,0.6,34.0,-118.0,0.32,299.6,1015.0,91.69,61.74,91.69,63.43,10.0,10.0,244.0,13.85,3.61
186,99.22,64.06,99.22,60.48,0.25,2019-06-10,57.19,0.53,34.0,-118.0,0.28,308.0,1015.0,99.72,63.43,99.72,59.85,9.0,10.0,247.0,13.69,2.73
187,87.84,60.48,87.84,56.87,0.08,2019-06-09,58.34,0.68,34.0,-118.0,0.25,316.4,1014.4,88.34,59.85,88.34,56.38,10.0,9.587,241.0,14.6,3.93
188,78.43,56.89,78.43,60.49,0.21,2019-06-08,57.73,0.73,34.0,-118.0,0.21,305.7,1012.4,78.93,56.4,78.93,60.0,11.0,9.576,217.0,14.31,3.14
189,72.82,60.49,72.82,59.93,0.36,2019-06-07,57.99,0.8,34.0,-118.0,0.17,317.5,1012.0,73.32,60.0,73.32,59.4,9.0,9.588,232.0,13.24,3.53
190,78.25,59.93,78.25,60.48,0.36,2019-06-06,59.44,0.79,34.0,-118.0,0.14,316.4,1012.9,78.6,59.4,78.6,59.91,10.0,9.304,238.0,16.34,3.5
191,76.47,60.39,76.47,58.58,0.24,2019-06-05,58.43,0.79,34.0,-118.0,0.1,316.3,1012.8,76.96,59.86,76.96,58.09,10.0,9.337,232.0,14.01,3.23
192,72.69,58.58,72.69,56.99,0.33,2019-06-04,56.39,0.79,34.0,-118.0,0.06,329.1,1012.6,73.19,58.09,73.19,56.5,9.0,8.67,212.0,12.62,3.34
193,72.09,56.87,72.09,57.1,0.38,2019-06-03,54.2,0.75,34.0,-118.0,0.03,359.4,1012.2,72.59,56.38,72.59,56.61,8.0,9.991,232.0,14.49,3.75
194,67.91,57.26,67.91,56.91,0.52,2019-06-02,54.14,0.79,34.0,-118.0,0.99,384.0,1011.9,68.41,56.77,68.41,56.42,6.0,10.0,230.0,10.4,3.82
195,64.99,56.91,64.99,58.2,0.51,2019-06-01,54.21,0.79,34.0,-118.0,0.96,386.2,1011.2,65.49,56.42,65.49,57.71,6.0,10.0,217.0,9.56,3.79
196,73.81,58.44,73.81,56.24,0.32,2019-05-31,55.09,0.77,34.0,-118.0,0.92,366.4,1011.9,74.31,57.95,74.31,55.75,8.0,9.672,217.0,17.59,3.89
197,77.95,56.24,77.95,55.32,0.13,2019-05-30,54.67,0.72,34.0,-118.0,0.89,359.4,1012.0,78.45,55.75,78.45,54.83,9.0,9.943,225.0,15.78,4.07
198,74.49,55.32,74.49,53.2,0.01,2019-05-29,52.16,0.64,34.0,-118.0,0.86,367.2,1011.3,74.99,54.83,74.99,52.71,9.0,10.0,219.0,13.15,4.11
199,71.78,53.2,71.78,51.44,0.02,2019-05-28,47.94,0.63,34.0,-118.0,0.83,382.9,1013.0,72.28,52.71,72.28,50.95,8.0,10.0,205.0,13.78,3.85
200,65.43,51.44,65.43,47.98,0.17,2019-05-27,45.65,0.68,34.0,-118.0,0.79,381.3,1015.8,65.93,50.95,65.93,47.49,8.0,9.995,221.0,12.3,3.29
201,59.81,47.98,59.81,50.85,0.77,2019-05-26,49.95,0.81,34.0,-118.0,0.76,366.2,1013.4,60.31,47.49,60.31,50.36,5.0,9.827,208.0,12.57,2.77
202,71.31,54.63,71.31,48.79,0.16,2019-05-25,50.72,0.72,34.0,-118.0,0.73,366.1,1012.3,71.81,54.14,71.81,48.99,8.0,9.999,225.0,16.04,4.0
203,74.67,48.79,74.67,48.77,0.04,2019-05-24,48.96,0.66,34.0,-118.0,0.7,374.9,1014.5,75.17,48.99,75.17,48.28,8.0,10.0,249.0,17.25,4.32
204,63.11,48.77,63.11,50.0,0.56,2019-05-23,49.69,0.78,34.0,-118.0,0.67,387.6,1013.7,63.61,48.28,63.61,49.51,5.0,10.0,99.0,6.39,1.81
205,64.92,50.01,64.92,51.67,0.36,2019-05-22,47.53,0.72,34.0,-118.0,0.64,409.9,1007.6,65.42,49.52,65.42,51.18,6.0,10.0,199.0,11.73,2.59
206,65.13,51.67,65.13,53.25,0.58,2019-05-21,49.49,0.74,34.0,-118.0,0.61,333.7,1011.4,65.63,51.18,65.63,52.76,7.0,10.0,196.0,19.68,3.69
207,69.43,53.25,69.43,51.08,0.16,2019-05-20,46.83,0.66,34.0,-118.0,0.58,385.3,1012.7,69.93,52.76,69.93,50.59,9.0,9.801,231.0,12.26,3.74
208,65.38,51.08,65.38,49.0,0.67,2019-05-19,48.86,0.78,34.0,-118.0,0.54,392.4,1012.4,65.88,50.59,65.88,48.51,4.0,9.278,243.0,20.56,3.69
209,71.58,49.0,71.58,51.3,0.24,2019-05-18,48.75,0.67,34.0,-118.0,0.51,312.4,1014.1,72.08,48.51,72.08,50.81,9.0,10.0,223.0,14.57,3.02
210,71.75,51.3,71.75,51.96,0.06,2019-05-17,46.14,0.61,34.0,-118.0,0.47,343.1,1015.3,72.25,50.81,72.25,51.47,9.0,10.0,215.0,19.01,3.92
211,67.0,51.96,67.0,54.46,0.56,2019-05-16,51.61,0.76,34.0,-118.0,0.44,354.7,1012.8,67.5,51.47,67.5,53.97,6.0,8.672,238.0,23.24,3.73
212,65.36,54.46,65.36,57.46,0.79,2019-05-15,54.79,0.81,34.0,-118.0,0.4,311.6,1013.6,65.86,53.97,65.86,56.97,5.0,10.0,225.0,11.26,2.28
213,77.15,57.86,77.15,59.29,0.36,2019-05-14,57.0,0.77,34.0,-118.0,0.37,317.1,1015.3,77.65,57.37,77.65,58.8,9.0,9.893,232.0,14.21,2.94
214,72.93,59.6,72.93,58.86,0.51,2019-05-13,56.96,0.8,34.0,-118.0,0.33,331.5,1015.3,73.43,59.11,73.43,58.37,7.0,9.487,227.0,9.71,3.13
215,75.28,58.86,75.28,55.31,0.1,2019-05-12,56.03,0.76,34.0,-118.0,0.29,354.4,1013.9,75.78,58.37,75.78,54.82,9.0,10.0,207.0,13.46,4.09
216,74.76,55.31,74.76,55.28,0.25,2019-05-11,53.65,0.7,34.0,-118.0,0.25,365.2,1012.8,75.26,54.82,75.26,54.79,8.0,10.0,243.0,14.39,3.75
217,66.44,55.28,66.44,55.89,0.59,2019-05-10,53.0,0.78,34.0,-118.0,0.22,374.4,1010.5,66.94,54.79,66.94,55.4,6.0,9.973,217.0,10.26,1.98
218,62.57,55.89,62.57,56.09,0.73,2019-05-09,52.34,0.79,34.0,-118.0,0.18,357.2,1010.2,63.07,55.4,63.07,55.6,5.0,10.0,231.0,10.36,1.46
219,62.89,56.09,62.89,55.55,0.68,2019-05-08,51.08,0.75,34.0,-118.0,0.15,355.6,1015.0,63.39,55.6,63.39,55.06,5.0,9.936,226.0,10.29,2.86
220,64.34,55.55,64.34,55.07,0.51,2019-05-07,50.32,0.73,34.0,-118.0,0.11,371.9,1017.0,64.84,55.06,64.84,54.58,5.0,9.814,220.0,8.94,3.18
221,68.39,55.07,68.39,54.89,0.36,2019-05-06,50.16,0.72,34.0,-118.0,0.08,382.5,1013.0,68.89,54.58,68.89,54.4,6.0,10.0,239.0,12.7,3.17
222,70.91,54.89,70.91,56.22,0.38,2019-05-05,50.98,0.71,34.0,-118.0,0.04,331.0,1011.4,71.41,54.4,71.41,55.73,9.0,10.0,226.0,13.48,3.64
223,74.93,56.22,74.93,54.48,0.23,2019-05-04,53.43,0.74,34.0,-118.0,0.01,323.9,1012.1,75.43,55.73,75.43,53.99,9.0,9.978,229.0,12.87,3.04
224,75.36,54.48,75.36,52.89,0.12,2019-05-03,53.15,0.72,34.0,-118.0,0.97,331.7,1013.8,75.86,53.99,75.86,52.4,9.0,9.958,232.0,13.75,3.65
225,73.24,52.89,73.24,52.68,0.32,2019-05-02,51.46,0.71,34.0,-118.0,0.94,342.9,1015.0,73.74,52.4,73.74,52.19,6.0,10.0,232.0,12.15,3.24
226,70.49,52.68,70.49,52.8,0.14,2019-05-01,47.85,0.66,34.0,-118.0,0.91,352.5,1015.5,70.99,52.19,70.99,52.31,8.0,10.0,241.0,16.45,3.88
227,64.37,52.8,64.37,53.88,0.5,2019-04-30,50.52,0.76,34.0,-118.0,0.88,347.8,1014.4,64.87,52.31,64.87,53.39,6.0,9.945,252.0,12.27,2.95
228,64.8,53.88,64.8,53.32,0.55,2019-04-29,52.52,0.82,34.0,-118.0,0.85,357.2,1010.5,65.3,53.39,65.3,52.83,7.0,9.697,223.0,10.62,2.01
229,68.95,53.32,68.95,56.85,0.5,2019-04-28,53.92,0.79,34.0,-118.0,0.82,310.5,1011.1,69.45,52.83,69.45,56.36,9.0,10.0,244.0,13.55,2.71
230,69.11,56.52,69.11,56.1,0.46,2019-04-27,53.06,0.79,34.0,-118.0,0.79,304.0,1014.3,69.61,56.03,69.61,55.61,8.0,9.181,231.0,13.9,2.8
231,72.2,56.1,72.2,54.84,0.26,2019-04-26,54.17,0.77,34.0,-118.0,0.76,301.7,1015.0,72.7,55.61,72.7,54.35,10.0,9.306,229.0,12.82,3.29
232,77.17,54.84,77.17,55.21,0.2,2019-04-25,54.82,0.72,34.0,-118.0,0.73,309.4,1014.5,77.67,54.35,77.67,54.72,10.0,9.766,215.0,11.68,3.28
233,79.68,55.21,79.68,54.83,0.06,2019-04-24,54.28,0.68,34.0,-118.0,0.7,312.0,1014.6,80.18,54.72,80.18,54.34,10.0,9.903,206.0,13.36,3.45
234,77.23,54.83,77.23,52.59,0.02,2019-04-23,54.52,0.7,34.0,-118.0,0.66,332.2,1014.2,77.73,54.34,77.73,52.1,9.0,9.977,209.0,15.37,3.99
235,74.43,52.59,74.43,51.19,0.06,2019-04-22,50.0,0.68,34.0,-118.0,0.63,357.8,1015.0,74.93,52.1,74.93,50.7,8.0,9.987,214.0,13.47,4.23
236,67.47,51.19,67.47,53.1,0.3,2019-04-21,48.27,0.69,34.0,-118.0,0.6,339.6,1015.5,67.97,50.7,67.97,52.61,8.0,9.972,222.0,16.51,3.63
237,65.04,53.1,65.04,54.58,0.53,2019-04-20,49.75,0.74,34.0,-118.0,0.56,324.1,1014.3,65.54,52.61,65.54,54.09,6.0,9.984,228.0,12.32,3.17
238,75.21,54.58,75.21,55.5,0.18,2019-04-19,53.27,0.7,34.0,-118.0,0.53,298.5,1013.9,75.71,54.09,75.71,55.01,9.0,9.89,244.0,16.99,3.31
239,85.34,55.5,85.34,57.49,0.21,2019-04-18,48.11,0.49,34.0,-118.0,0.49,303.5,1017.9,85.84,55.01,85.84,57.0,8.0,10.0,244.0,14.39,3.61
240,75.64,57.49,75.64,51.55,0.03,2019-04-17,49.07,0.66,34.0,-118.0,0.45,322.0,1019.5,76.14,57.0,76.14,51.06,9.0,10.0,222.0,14.76,3.63
241,64.2,51.55,64.2,54.19,0.62,2019-04-16,48.81,0.71,34.0,-118.0,0.41,357.4,1014.8,64.7,51.06,64.7,53.7,5.0,10.0,212.0,14.41,4.39
242,69.93,54.19,69.93,51.06,0.35,2019-04-15,46.7,0.64,34.0,-118.0,0.38,344.7,1011.5,70.43,53.7,70.43,50.57,7.0,9.287,207.0,14.28,3.86
243,76.61,51.06,76.61,55.18,0.28,2019-04-14,44.04,0.5,34.0,-118.0,0.34,327.0,1013.7,77.11,50.57,77.11,54.69,8.0,9.897,241.0,16.46,4.29
244,79.38,55.18,79.38,54.84,0.06,2019-04-13,41.71,0.44,34.0,-118.0,0.3,330.9,1014.4,79.88,54.69,79.88,54.35,9.0,10.0,247.0,18.38,3.91
245,73.52,54.84,73.52,51.32,0.09,2019-04-12,46.04,0.58,34.0,-118.0,0.26,368.2,1009.1,74.02,54.35,74.02,50.83,8.0,10.0,201.0,19.42,4.6
246,73.95,51.32,73.95,55.63,0.22,2019-04-11,38.68,0.4,34.0,-118.0,0.23,396.2,1014.6,74.45,50.83,74.45,55.14,6.0,10.0,194.0,13.88,3.77
247,76.74,55.63,76.74,56.9,0.0,2019-04-10,23.77,0.22,34.0,-118.0,0.19,364.8,1017.6,77.24,55.14,77.24,56.41,8.0,10.0,273.0,20.91,6.48
248,73.59,56.9,73.59,61.41,0.1,2019-04-09,47.53,0.54,34.0,-118.0,0.16,307.6,1014.7,74.09,56.41,74.09,60.92,9.0,9.981,230.0,23.73,5.83
249,86.85,61.41,86.85,65.93,0.33,2019-04-08,49.75,0.44,34.0,-118.0,0.12,285.4,1017.3,87.35,60.92,87.35,65.44,8.0,10.0,231.0,14.22,3.29
250,81.08,65.93,81.08,55.02,0.21,2019-04-07,52.28,0.63,34.0,-118.0,0.09,291.8,1019.8,81.58,65.44,81.58,54.53,8.0,10.0,226.0,12.09,2.94
251,69.41,55.02,69.41,53.73,0.34,2019-04-06,51.02,0.72,34.0,-118.0,0.06,321.6,1018.4,69.91,54.53,69.91,53.24,8.0,9.798,210.0,13.49,3.83
252,64.95,53.73,64.95,53.42,0.37,2019-04-05,47.33,0.68,34.0,-118.0,0.03,341.4,1016.4,65.45,53.24,65.45,52.93,7.0,10.0,245.0,15.43,4.24
253,65.22,53.42,65.22,53.53,0.59,2019-04-04,48.39,0.71,34.0,-118.0,0.99,312.0,1017.8,65.72,52.93,65.72,53.04,7.0,9.994,217.0,16.34,3.5
254,65.74,53.53,65.74,54.04,0.56,2019-04-03,50.17,0.73,34.0,-118.0,0.96,296.0,1016.9,66.24,53.04,66.24,53.55,6.0,10.0,215.0,11.79,3.64
255,69.28,54.04,69.28,56.62,0.14,2019-04-02,49.09,0.63,34.0,-118.0,0.93,327.5,1013.5,69.78,53.55,69.78,56.13,8.0,10.0,191.0,15.31,4.96
256,82.71,56.73,82.71,61.62,0.5,2019-04-01,30.05,0.24,34.0,-118.0,0.9,307.0,1013.9,83.21,56.24,83.21,61.13,7.0,10.0,180.0,10.41,4.31
257,83.58,61.62,83.58,54.01,0.12,2019-03-31,27.35,0.25,34.0,-118.0,0.87,293.8,1016.5,84.08,61.13,84.08,53.52,8.0,10.0,19.0,10.65,3.99
258,79.26,54.01,79.26,52.09,0.06,2019-03-30,35.04,0.39,34.0,-118.0,0.84,307.6,1017.8,79.76,53.52,79.76,51.6,8.0,10.0,265.0,10.62,3.63
259,70.35,52.09,70.35,49.73,0.16,2019-03-29,44.23,0.6,34.0,-118.0,0.81,289.6,1021.2,70.85,51.6,70.85,49.24,8.0,10.0,197.0,14.04,3.97
260,66.6,49.73,66.6,52.83,0.23,2019-03-28,48.29,0.7,34.0,-118.0,0.78,288.2,1021.9,67.1,49.24,67.1,52.34,8.0,9.72,241.0,15.37,4.9
261,68.24,52.83,68.24,52.23,0.4,2019-03-27,51.44,0.77,34.0,-118.0,0.75,288.2,1017.8,68.74,52.34,68.74,51.74,8.0,10.0,240.0,15.07,4.45
262,72.99,52.23,72.99,51.42,0.26,2019-03-26,44.94,0.58,34.0,-118.0,0.72,308.6,1016.3,73.49,51.74,73.49,50.93,6.0,10.0,242.0,11.49,3.34
263,75.11,51.42,75.11,51.85,0.05,2019-03-25,46.23,0.59,34.0,-118.0,0.69,297.0,1019.4,75.61,50.93,75.61,51.36,8.0,10.0,252.0,15.07,3.78
264,70.07,51.85,70.07,48.59,0.11,2019-03-24,49.73,0.73,34.0,-118.0,0.65,298.8,1021.2,70.57,51.36,70.57,48.1,8.0,9.896,223.0,10.7,3.6
265,63.59,48.59,63.59,50.51,0.45,2019-03-23,48.01,0.75,34.0,-118.0,0.62,291.3,1020.8,64.09,48.1,64.09,50.02,7.0,9.994,216.0,12.63,3.79
266,63.69,50.51,63.69,46.5,0.2,2019-03-22,46.47,0.75,34.0,-118.0,0.58,299.3,1021.2,64.19,50.02,64.19,46.01,8.0,9.977,219.0,12.61,3.72
267,57.88,46.5,57.88,48.96,0.35,2019-03-21,46.83,0.8,34.0,-118.0,0.54,351.5,1020.0,58.38,46.01,58.38,48.47,5.0,9.428,196.0,11.02,3.39
268,60.24,48.96,60.24,51.55,0.37,2019-03-20,49.2,0.76,34.0,-118.0,0.5,352.4,1017.3,60.74,48.47,60.74,51.06,5.0,9.976,189.0,14.23,3.79
269,65.42,54.22,65.42,55.25,0.35,2019-03-19,49.76,0.7,34.0,-118.0,0.47,295.2,1014.6,65.92,53.73,65.92,54.76,6.0,9.941,188.0,15.21,3.99
270,79.15,55.25,79.15,57.58,0.02,2019-03-18,44.68,0.47,34.0,-118.0,0.43,272.2,1015.1,79.65,54.76,79.65,57.09,9.0,10.0,190.0,12.3,3.69
271,83.57,57.58,83.57,55.71,0.01,2019-03-17,31.24,0.26,34.0,-118.0,0.39,303.1,1015.7,84.07,57.09,84.07,55.22,8.0,10.0,93.0,12.69,4.44
272,79.43,55.71,79.43,54.25,0.0,2019-03-16,18.44,0.16,34.0,-118.0,0.35,331.1,1016.8,79.93,55.22,79.93,53.76,7.0,10.0,71.0,14.31,3.73
273,74.17,54.25,74.17,51.46,0.02,2019-03-15,13.49,0.16,34.0,-118.0,0.31,346.3,1019.6,74.67,53.76,74.67,50.97,6.0,10.0,48.0,15.09,3.69
274,68.94,51.46,68.94,51.03,0.0,2019-03-14,19.92,0.26,34.0,-118.0,0.28,307.4,1021.6,69.44,50.97,69.44,50.54,7.0,10.0,73.0,13.86,4.31
275,65.21,51.03,65.21,46.23,0.09,2019-03-13,41.79,0.62,34.0,-118.0,0.24,281.2,1015.4,65.71,50.54,65.71,47.03,8.0,10.0,187.0,15.25,4.79
276,65.95,46.23,65.95,50.05,0.38,2019-03-12,47.33,0.72,34.0,-118.0,0.21,322.1,1008.5,66.45,47.03,66.45,49.56,7.0,9.983,176.0,17.31,5.31
277,63.38,50.05,63.38,46.15,0.72,2019-03-11,40.81,0.63,34.0,-118.0,0.17,372.9,1012.3,63.88,49.56,63.88,45.66,4.0,10.0,78.0,15.73,2.73
278,57.67,46.15,57.67,42.36,0.29,2019-03-10,40.27,0.68,34.0,-118.0,0.14,365.2,1014.5,58.17,45.66,58.17,41.96,4.0,10.0,230.0,11.69,3.84
279,57.14,42.36,57.14,44.34,0.19,2019-03-09,41.55,0.7,34.0,-118.0,0.11,303.0,1016.4,57.64,41.96,57.64,46.32,6.0,9.414,167.0,14.38,4.91
280,56.44,44.34,56.44,45.71,0.15,2019-03-08,41.94,0.72,34.0,-118.0,0.08,347.8,1016.7,56.94,46.32,56.94,45.22,5.0,9.92,237.0,19.66,5.55
281,59.74,45.71,59.74,50.34,0.34,2019-03-07,48.88,0.83,34.0,-118.0,0.05,320.3,1016.8,60.24,45.22,60.24,49.85,5.0,9.104,236.0,14.01,4.25
282,57.25,50.94,61.04,51.72,0.82,2019-03-06,52.27,0.89,34.0,-118.0,0.02,296.9,1014.6,57.75,50.45,61.54,51.23,4.0,6.276,106.0,18.53,4.76
283,68.17,51.91,68.17,48.13,0.4,2019-03-05,47.7,0.71,34.0,-118.0,0.99,262.2,1015.6,68.67,51.42,68.67,47.64,7.0,10.0,60.0,18.46,3.63
284,61.5,48.13,61.5,50.11,0.46,2019-03-04,48.56,0.8,34.0,-118.0,0.96,249.5,1018.1,62.0,47.64,62.0,49.62,6.0,8.934,229.0,9.76,3.85
285,60.87,50.11,60.87,51.74,0.72,2019-03-03,52.98,0.91,34.0,-118.0,0.93,243.7,1018.5,61.37,49.62,61.37,51.25,5.0,8.094,234.0,11.6,4.68
286,59.54,51.74,59.54,50.94,0.88,2019-03-02,55.19,0.97,34.0,-118.0,0.9,238.0,1016.7,59.73,51.25,59.73,50.45,5.0,5.778,162.0,18.84,5.08
287,65.63,50.94,65.63,55.19,0.78,2019-03-01,53.15,0.82,34.0,-118.0,0.87,220.6,1018.3,66.13,50.45,66.13,54.7,6.0,9.275,224.0,9.3,3.16
288,65.36,55.19,65.36,53.83,0.65,2019-02-28,53.53,0.84,34.0,-118.0,0.84,233.3,1019.7,65.86,54.7,65.86,53.34,6.0,9.464,206.0,10.14,3.45
289,63.79,53.83,63.79,48.93,0.5,2019-02-27,47.05,0.74,34.0,-118.0,0.8,238.4,1020.5,64.29,53.34,64.29,48.44,7.0,9.994,240.0,10.58,3.06
290,65.48,48.93,65.48,47.04,0.39,2019-02-26,45.36,0.7,34.0,-118.0,0.77,255.5,1018.6,65.98,48.44,65.98,46.55,5.0,9.968,203.0,10.61,3.2
291,66.26,47.04,66.26,47.98,0.17,2019-02-25,39.99,0.55,34.0,-118.0,0.74,266.8,1018.2,66.76,46.55,66.76,47.49,6.0,10.0,148.0,8.84,2.93
292,65.83,47.98,65.83,45.06,0.24,2019-02-24,33.17,0.47,34.0,-118.0,0.71,277.6,1021.0,66.33,47.49,66.33,45.63,6.0,10.0,220.0,10.93,3.29
293,60.82,45.06,60.82,38.17,0.07,2019-02-23,31.0,0.49,34.0,-118.0,0.67,283.2,1025.4,61.32,45.63,61.32,40.56,6.0,10.0,319.0,12.64,4.23
294,58.22,38.17,58.22,38.45,0.09,2019-02-22,28.98,0.52,34.0,-118.0,0.64,317.3,1016.2,58.72,40.56,58.72,37.96,6.0,10.0,194.0,14.1,4.19
295,53.54,38.45,53.54,39.86,0.29,2019-02-21,37.99,0.78,34.0,-118.0,0.6,385.6,1004.8,53.96,37.96,53.96,40.4,4.0,9.789,125.0,16.3,3.49
296,53.2,41.99,53.2,36.81,0.39,2019-02-20,36.94,0.71,34.0,-118.0,0.56,343.1,1013.5,53.65,41.5,53.65,38.43,4.0,9.81,80.0,11.95,3.94
297,56.4,36.81,56.4,38.87,0.01,2019-02-19,26.03,0.44,34.0,-118.0,0.52,330.6,1020.4,56.9,38.43,56.9,39.07,5.0,10.0,200.0,13.65,4.14
298,54.93,38.87,54.93,36.35,0.12,2019-02-18,29.53,0.53,34.0,-118.0,0.48,331.3,1018.1,55.43,39.07,55.43,38.38,5.0,10.0,194.0,16.72,3.76
299,52.74,36.35,52.74,41.95,0.22,2019-02-17,38.24,0.71,34.0,-118.0,0.44,344.0,1017.4,53.19,38.38,53.19,41.46,4.0,10.0,250.0,25.28,5.59
300,58.03,41.95,58.03,43.03,0.11,2019-02-16,40.32,0.7,34.0,-118.0,0.4,293.5,1019.8,58.53,41.46,58.53,43.73,5.0,9.949,250.0,21.14,5.54
301,56.41,43.03,56.41,47.59,0.66,2019-02-15,47.72,0.87,34.0,-118.0,0.37,265.1,1018.7,56.91,43.73,56.91,47.2,4.0,9.211,219.0,15.54,3.26
302,59.43,47.69,59.43,51.46,0.94,2019-02-14,54.36,0.96,34.0,-118.0,0.33,251.2,1011.0,59.58,47.2,59.58,50.97,4.0,4.164,198.0,28.94,5.77
303,58.29,45.64,58.29,45.64,0.95,2019-02-13,31.54,0.5,34.0,-118.0,0.29,260.8,1014.5,58.79,49.0,58.79,49.0,4.0,9.245,77.0,20.3,5.24
304,66.63,53.53,66.63,42.73,0.59,2019-02-12,22.01,0.3,34.0,-118.0,0.26,280.1,1019.4,67.13,53.04,67.13,44.98,5.0,10.0,59.0,19.71,4.55
305,60.73,42.73,60.73,37.54,0.03,2019-02-11,30.5,0.52,34.0,-118.0,0.23,304.1,1021.6,61.23,44.98,61.23,37.37,5.0,10.0,62.0,10.71,3.26
306,52.25,37.54,52.25,43.72,0.48,2019-02-10,42.8,0.81,34.0,-118.0,0.19,288.8,1017.5,52.75,37.37,52.75,44.38,4.0,9.491,302.0,16.79,3.78
307,57.69,45.28,57.69,41.04,0.34,2019-02-09,42.11,0.76,34.0,-118.0,0.16,299.3,1017.3,58.19,44.89,58.19,43.57,4.0,9.716,36.0,12.42,4.27
308,61.65,41.04,61.65,40.75,0.07,2019-02-08,31.46,0.48,34.0,-118.0,0.13,299.1,1019.7,62.15,43.57,62.15,42.74,5.0,10.0,92.0,10.74,4.24
309,61.02,40.75,61.02,36.73,0.02,2019-02-07,28.86,0.47,34.0,-118.0,0.1,305.0,1024.1,61.52,42.74,61.52,39.39,4.0,10.0,47.0,11.67,3.95
310,54.61,36.73,54.61,36.55,0.01,2019-02-06,26.65,0.47,34.0,-118.0,0.07,307.0,1019.8,55.11,39.39,55.11,37.8,4.0,10.0,265.0,20.07,4.83
311,52.53,36.55,52.53,38.53,0.47,2019-02-05,41.59,0.81,34.0,-118.0,0.04,287.9,1013.3,53.03,37.8,53.03,42.24,4.0,9.459,241.0,18.82,4.55
312,56.76,45.16,56.76,47.34,0.68,2019-02-04,49.26,0.91,34.0,-118.0,0.01,276.6,1010.9,57.26,44.67,57.26,48.45,3.0,8.215,172.0,19.02,5.02
313,53.5,47.34,53.5,48.02,0.71,2019-02-03,50.13,0.97,34.0,-118.0,0.98,267.3,1012.8,54.0,48.8,54.0,47.85,4.0,7.533,114.0,13.1,3.55
314,56.47,48.02,56.47,49.31,0.81,2019-02-02,51.44,0.95,34.0,-118.0,0.95,259.7,1010.9,56.97,47.85,56.97,48.82,3.0,6.316,89.0,33.01,5.54
